"Name"	"File Extension"	"File Type"	"Is Deleted"	"Last Accessed"	"File Created"	"Last Modified"	"Size"	"Address"	"Hash Value"	"Known Status"	"Permissions"	"Full Path"
"_1_Lucene84_0.doc"	".doc"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1155479"	"0"	"a9c4e445ed9968c66aba8fa31c4a2fed"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_1_Lucene84_0.doc"
"_1_Lucene84_0.pos"	".pos"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"3125133"	"0"	"337acdba26abd0c90dedaee48af74f31"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_1_Lucene84_0.pos"
"_1_Lucene84_0.tim"	".tim"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"7527706"	"0"	"c9d650f84ae408857a6838279e3cdc6f"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_1_Lucene84_0.tim"
"_1_Lucene84_0.tip"	".tip"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"44863"	"0"	"331ccdbb591f0739afc05e4764602979"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_1_Lucene84_0.tip"
"_1_Lucene84_0.tmd"	".tmd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"32158"	"0"	"3bcddbbb8baead1b92a0c4f19bd59e12"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_1_Lucene84_0.tmd"
"_0_Lucene84_0.doc"	".doc"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"928065"	"0"	"64f053f5fb795acda33a3b7a6302fb1f"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_0_Lucene84_0.doc"
"_0_Lucene84_0.pos"	".pos"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"3055766"	"0"	"03f13765c8bd64dc999b3559d06af20a"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_0_Lucene84_0.pos"
"_0_Lucene84_0.tim"	".tim"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"9991969"	"0"	"ace3e98311abd69615dfed84bf157205"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_0_Lucene84_0.tim"
"_0_Lucene84_0.tip"	".tip"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"54564"	"0"	"2def0f70fd34f10e4fcfb8e12ca12e9d"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_0_Lucene84_0.tip"
"_0_Lucene84_0.tmd"	".tmd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"32211"	"0"	"5d4535f9271bf2f470e6c5037742153e"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_0_Lucene84_0.tmd"
"_1.fnm"	".fnm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"534"	"0"	"4753a96335f0db3b8f8ba8e928f0473e"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_1.fnm"
"_1.si"	".si"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"543"	"0"	"720608db98a8fba6c4c724b2546333c9"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_1.si"
"_0.fnm"	".fnm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"534"	"0"	"facda8c726ac50118cd17b02f7d4d2b5"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_0.fnm"
"_1_1.liv"	".liv"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"99"	"0"	"f1efd16b3bfba065cae9fd99f5204a74"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_1_1.liv"
"_0.si"	".si"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"543"	"0"	"73e45f2e4aa41cf518b83f5d7b35ee55"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_0.si"
"_0_1.liv"	".liv"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"131"	"0"	"64038da0f34a089d1f6454aee26c39da"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_0_1.liv"
"segments_3"	""	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"612"	"0"	"430b40dfaa9c1b09bc1864ca43bc4631"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/segments_3"
"_7.nvd"	".nvd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"59"	"0"	"ff18be361c3199630b0bb01a615f551c"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7.nvd"
"_6.nvm"	".nvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"103"	"0"	"944d55b7127c154ed73100633e50f55d"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.nvm"
"_7.nvm"	".nvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"103"	"0"	"ef4fcce9a282123155748d336b853a35"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7.nvm"
"_2.nvd"	".nvd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"59"	"0"	"22fd876b2cb75cc6eda68476c810108b"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.nvd"
"_3.nvd"	".nvd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"59"	"0"	"08f03f8f49749af9e28110776fe273b7"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.nvd"
"_3.nvm"	".nvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"103"	"0"	"273a1cb4b3f4fc70033938a235ca92ff"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.nvm"
"_2.nvm"	".nvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"103"	"0"	"7ebc15425163038a45e7dd9ff9f2bb9a"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.nvm"
"_3.kdd"	".kdd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"106"	"0"	"0dc8029e8e1e7937463b69d96ba7f35d"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.kdd"
"_3.kdm"	".kdm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"192"	"0"	"a5604c9976e1d3c5a4a6eb902ebc4e4c"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.kdm"
"_2.kdd"	".kdd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"580"	"0"	"999da2fa224b7e4f8038136ca029b184"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.kdd"
"_3.kdi"	".kdi"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"69"	"0"	"993ee5c716d5ed06134f914e9d451ffb"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.kdi"
"_2.kdm"	".kdm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"192"	"0"	"044ef8c76d3d467e54132eaaefd283c5"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.kdm"
"_2.kdi"	".kdi"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"70"	"0"	"d38ff9002e13ac8e3aa5a3d624495781"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.kdi"
"_3.fdx"	".fdx"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"64"	"0"	"c6ee4b62f0d78b4e3144555bb86ac97e"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.fdx"
"_2.fdx"	".fdx"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"106"	"0"	"e6c347ea4adfa81ee80a9e9a43f4246f"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.fdx"
"_3.tvx"	".tvx"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"74"	"0"	"8976326be88e598eb51ca7032be3667f"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.tvx"
"_2.tvx"	".tvx"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"149"	"0"	"b58295cf6bfa0281078f36709500b114"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.tvx"
"_3_Lucene84_0.doc"	".doc"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2680"	"0"	"f9f4f99c12c07196e624776252aa86d1"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3_Lucene84_0.doc"
"_3_Lucene84_0.pos"	".pos"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"25368"	"0"	"9913fe6b966cc68fbeab20a2514b2e77"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3_Lucene84_0.pos"
"_3_Lucene84_0.tim"	".tim"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"102657"	"0"	"718ff9b9c5d9bffc2b21910a73d6c81b"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3_Lucene84_0.tim"
"_3_Lucene84_0.tip"	".tip"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1098"	"0"	"23ed947bd0fa5b6561630c194f667bfa"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3_Lucene84_0.tip"
"_3_Lucene84_0.tmd"	".tmd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"63794"	"0"	"ea27c17dded872dde56fdac3303d6d24"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3_Lucene84_0.tmd"
"_2_Lucene84_0.doc"	".doc"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"133677"	"0"	"ba874e58bde8bd5d7640108ad63ffab7"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2_Lucene84_0.doc"
"_2_Lucene84_0.pos"	".pos"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"641857"	"0"	"28886ee9c469b9920e7af9728a2f2cfd"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2_Lucene84_0.pos"
"_2_Lucene84_0.tim"	".tim"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"2206411"	"0"	"94a9927e00803579f811aa9a43e7c4d9"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2_Lucene84_0.tim"
"_2_Lucene84_0.tip"	".tip"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"21873"	"0"	"b3e96b7d6eab9aee98dc929790524829"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2_Lucene84_0.tip"
"_2_Lucene84_0.tmd"	".tmd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"63815"	"0"	"9c0c499d1623d94c7ae838f9700eac37"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2_Lucene84_0.tmd"
"_3.fnm"	".fnm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"507"	"0"	"2990389e334de3387c8fa8c9c8c1be10"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.fnm"
"_3.si"	".si"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"543"	"0"	"682c6a3ca769ded5a0bdf4732393ce3c"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_3.si"
"_5.fdm"	".fdm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"158"	"0"	"1efdbe8ffec66cf7ae2d960d592b385c"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.fdm"
"_5.fdt"	".fdt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"7445786"	"0"	"be49c631e8a7b5baba62973313734d87"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.fdt"
"_8.tvm"	".tvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"163"	"0"	"255f97c9cd8550f3cc198b60893591de"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_8.tvm"
"_8.tvd"	".tvd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"5955641"	"0"	"719579058e8d590db1d42ab71259cf85"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_8.tvd"
"_6.kdd"	".kdd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"691"	"0"	"ae448c08638fb5dd02e4a76b62c8ab99"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.kdd"
"_7.kdd"	".kdd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"359"	"0"	"17c1c595be5b6e51d5df83fcfdb64f21"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7.kdd"
"_5.tvm"	".tvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"162"	"0"	"57718dec91f075612b5eb59304bd1036"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.tvm"
"_5.tvd"	".tvd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"3803443"	"0"	"ee5ca2a3d92088bbe956ed92df3007f2"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.tvd"
"_6.kdm"	".kdm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"192"	"0"	"85f349bd8f2a9192362273ea22ad471c"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.kdm"
"_7.kdm"	".kdm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"192"	"0"	"fd40c0fc34070c99cc7b9488a544367e"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7.kdm"
"_6.kdi"	".kdi"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"70"	"0"	"c40b9f4a66726b819573b07b1e8dd521"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.kdi"
"_7.kdi"	".kdi"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"70"	"0"	"ea5b000468d34d1bae96c742fe7b5fae"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7.kdi"
"_6.fdx"	".fdx"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"108"	"0"	"c5b867ab2f292035abb6b1bec6dec270"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.fdx"
"_2.fnm"	".fnm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"507"	"0"	"c3eeeab821e0fd1b53377461cea26735"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.fnm"
"_2.si"	".si"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"543"	"0"	"3bd0646f5f2c7970a116af4350bdf9a4"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_2.si"
"_5.nvd"	".nvd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"215"	"0"	"aa6a5415e97cb3c23abaa2a1b397d578"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.nvd"
"_5.nvm"	".nvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"103"	"0"	"38491f94c180d44f5fd527ef5d33e8d3"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.nvm"
"_4.nvd"	".nvd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"175"	"0"	"9c80dd5c1e61bc02692d2e07dd6c2c5f"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_4.nvd"
"_6.fdm"	".fdm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"158"	"0"	"6239d9a53ff8dcac18dc6d1da3045923"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.fdm"
"_4.nvm"	".nvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"103"	"0"	"501574fd05a00df526f6532f09c178fa"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_4.nvm"
"_6.fdt"	".fdt"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"3270335"	"0"	"27aed26f64fe48ec285c50c3f6cf6fbe"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.fdt"
"_5.kdd"	".kdd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1452"	"0"	"aa58ef95b002243235bead1ca5634d04"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.kdd"
"_7.fdx"	".fdx"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"90"	"0"	"b331a44921ed1a6cc27864d3f075ea12"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7.fdx"
"_6_Lucene84_0.tmd"	".tmd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"63826"	"0"	"75816494d3d004bff01435f57ad4a3b1"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6_Lucene84_0.tmd"
"_5.kdm"	".kdm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"196"	"0"	"17c96b46234ad85cbc048f855db8af53"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.kdm"
"_7_Lucene84_0.doc"	".doc"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"68043"	"0"	"2848555e59171d649ef13696a3db4158"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7_Lucene84_0.doc"
"_4.kdd"	".kdd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1341"	"0"	"c285fbba981bf3509ef3a55e00f6e7c5"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_4.kdd"
"_5.kdi"	".kdi"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"70"	"0"	"4ec31245016e4a660606782224376418"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.kdi"
"_4.kdm"	".kdm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"192"	"0"	"3be1b4033291d2a6cfc40c2fbdcc2c42"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_4.kdm"
"_6.tvm"	".tvm"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"162"	"0"	"3a5a8ac7b4830bb1f3f67c714e1ff66b"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.tvm"
"_4.kdi"	".kdi"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"70"	"0"	"9278ba02fe5b6f635729aebe0a9e8448"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_4.kdi"
"_6.tvd"	".tvd"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1703834"	"0"	"5275ffc9f36a5e2fb8f6588c70b99fea"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_6.tvd"
"_7_Lucene84_0.pos"	".pos"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"360424"	"0"	"998c623e67014ae79c296aebcc0fa39b"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7_Lucene84_0.pos"
"_7_Lucene84_0.tim"	".tim"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"1251804"	"0"	"f362d811bdfcc83e14736b3fe4c6888f"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7_Lucene84_0.tim"
"_7_Lucene84_0.tip"	".tip"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"14007"	"0"	"3054d74a27666ce7b180953b6c0220f6"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_7_Lucene84_0.tip"
"_5.fdx"	".fdx"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"304"	"0"	"12c2fdf683f0961bb8d3da4b2e43c8cb"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_5.fdx"
"_4.fdx"	".fdx"	"r"	""	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"0000-00-00 00:00:00"	"215"	"0"	"f045b9effd2982be93656ad7471f4181"	"unknown"	"r---------"	"/LogicalFileSet1//hh/ModuleOutput/keywordsearch/data/solr8_schema2.3/index/_4.fdx"
